index;filename;duration;tracks;sustain
947;"./SCHUMANN ROBERT/Fantasy in C Major, Op. 17.mid";34;2;20462
948;"./SCHUMANN ROBERT/Symphonic Etudes, Op. 13.mid";18;2;9438
949;"./SCHUMANN ROBERT/Arabesque, Op. 18.mid";6;2;3832
950;"./SCHUMANN ROBERT/Variations on a Theme by Clara Wieck (Sonata No.3, op.14- III) - Variation II.mid";2;1;171
951;"./SCHUMANN ROBERT/Sonata No. 2 in G Minor, Op. 22.mid";16;2;18067
952;"./SCHUMANN ROBERT/Sonata No. 2 in G Minor, Op. 22 (Complete).mid";16;2;13288
953;"./SCHUMANN ROBERT/Symphonic Etudes Op. 13 (with Posthumous variations).mid";35;2;46165
954;"./SCHUMANN ROBERT/Widmung.mid";3;2;3198
955;"./SCHUMANN ROBERT/Papillons Op.2-Andras Schiff.mid";16;1;1698
956;"./SCHUMANN ROBERT/Sonata No. 1 in F-sharp Minor, Op. 11.mid";26;2;15964
957;"./SCHUMANN ROBERT/Sonata No. 1 in F-Sharp Minor, Op. 11 (Complete).mid";32;2;18866
958;"./SCHUMANN ROBERT/Fantasy Pieces, Op. 12.mid";21;2;19832
959;"./DEBUSSY CLAUDE/Jardins sous la pluie from Estampes.mid";3;2;3332
960;"./DEBUSSY CLAUDE/Preludes, Book II, VII - La terasse des audiences du clair de lune.mid";4;2;1265
961;"./DEBUSSY CLAUDE/Etude No. 6, Book I, Pour les huits doigts.mid";1;2;1120
962;"./DEBUSSY CLAUDE/Images Book II.mid";11;2;4299
963;"./DEBUSSY CLAUDE/Etude No. 7 Study in Chromatic Steps.mid";2;2;1812
964;"./DEBUSSY CLAUDE/Four Preludes.mid";11;2;11816
965;"./DEBUSSY CLAUDE/Images, Book I.mid";15;2;15130
966;"./DEBUSSY CLAUDE/Prelude No. 6, Book I, Des pas sur la neige.mid";4;2;5413
967;"./DEBUSSY CLAUDE/Feux d'artifice.mid";4;2;2505
968;"./DEBUSSY CLAUDE/Pagodas from Estampes No. 1.mid";6;2;339
969;"./DEBUSSY CLAUDE/Images, Series I.mid";15;2;6354
970;"./DEBUSSY CLAUDE/Images, Book I, Reflets dans l'eau.mid";5;2;3450
971;"./DEBUSSY CLAUDE/L'isle joyeuse, L. 106.mid";6;2;3932
972;"./DEBUSSY CLAUDE/Three Etudes.mid";12;2;12313
973;"./DEBUSSY CLAUDE/Ondine from Book II.mid";3;2;1688
974;"./DEBUSSY CLAUDE/Preludes Book II Feux d'artifice, L 123, No. 12.mid";4;2;680
975;"./DEBUSSY CLAUDE/Bruyeres.mid";16;2;12265
976;"./DEBUSSY CLAUDE/Arabesque No.1.mid";4;1;1186
977;"./DEBUSSY CLAUDE/Estampes (Complete).mid";14;2;8132
978;"./DEBUSSY CLAUDE/Les collines d'Anacapri from Preludes, Book I.mid";3;2;2140
979;"./DEBUSSY CLAUDE/Suite Bergamasque.mid";16;2;15411
980;"./DEBUSSY CLAUDE/L'isle joyeuse.mid";6;2;3925
981;"./DEBUSSY CLAUDE/Etude Pour les accords.mid";5;2;3567
982;"./DEBUSSY CLAUDE/Children's Corner.mid";2;2;473
983;"./DEBUSSY CLAUDE/Etude Pour le arpeges composes.mid";5;2;2792
984;"./DEBUSSY CLAUDE/Pour le piano (Complete).mid";12;2;8062
985;"./DEBUSSY CLAUDE/Preludes No. 2, 6, 12.mid";4;2;1350
986;"./DEBUSSY CLAUDE/Feux d'artifice from Book II.mid";4;2;2567
987;"./DEBUSSY CLAUDE/Image (Book II).mid";12;2;6175
988;"./DEBUSSY CLAUDE/Barcarolle, Op. 60.mid";8;2;6532
989;"./DEBUSSY CLAUDE/L'Isle Joyeuse.mid";5;2;2957
990;"./DEBUSSY CLAUDE/Images Book 1 (Complete), L 110.mid";15;2;5636
991;"./DEBUSSY CLAUDE/Preludes, Book II, III - La puerta del vino.mid";3;2;1433
992;"./DEBUSSY CLAUDE/Preludes, Book II, L 123, IV. «Les fées sont d'exquises danseuses».mid";3;2;1452
993;"./DEBUSSY CLAUDE/Les Collines d'Anacapri from Book I.mid";3;2;2630
994;"./DEBUSSY CLAUDE/Prelude No. 7, Book II, La terrasse des audiences du clair de lune.mid";5;2;4628
995;"./DEBUSSY CLAUDE/Prelude No. 24 Fireworks.mid";5;2;3979
996;"./DEBUSSY CLAUDE/Voiles from Preludes, Book I.mid";4;2;1256
997;"./DEBUSSY CLAUDE/Images, Book II.mid";14;2;16970
998;"./DEBUSSY CLAUDE/Preludes, Book II, L 123 (Complete).mid";41;2;13883
999;"./DEBUSSY CLAUDE/Etude Pour les huit doigts.mid";2;2;2374
1000;"./DEBUSSY CLAUDE/Images, Book II, Poissons d'or.mid";4;2;4035
1001;"./GLINKA MIKHAIL/Lark.mid";5;2;4295
1002;"./GOUNOD CHARLES/Faust Waltz.mid";9;2;7158
1003;"./JAZZ/Shiny Stockings.mid";4;3;440
1004;"./SCHUBERT FRANZ/Valse-Caprice No. 6 from Soirees de Vienne.mid";7;2;3487
1005;"./SCHUBERT FRANZ/Sonata in C Minor, D. 960.mid";3;2;1581
1006;"./SCHUBERT FRANZ/Impromptu Op.142 No.3, in B-Flat Major, D935.mid";7;2;2787
1007;"./SCHUBERT FRANZ/Sonata in C  Minor, D. 960.mid";3;2;4936
1008;"./SCHUBERT FRANZ/Song Transcriptions-Aufenthalt, Gretchen am Spinnrade, Standchen von Shakespeare, Der Erlkonig.mid";4;2;2693
1009;"./SCHUBERT FRANZ/Impromptu Op. 90 No. 2.mid";4;2;4363
1010;"./SCHUBERT FRANZ/Sonata in C  Minor, D. 961.mid";9;2;11711
1011;"./SCHUBERT FRANZ/Sonata in B-flat Major, D. 961.mid";11;2;9528
1012;"./SCHUBERT FRANZ/Sonata in A Minor, D. 537, I. Allegro ma non troppo.mid";5;2;6073
1013;"./SCHUBERT FRANZ/Der Mueller und der Bach.mid";5;2;4308
1014;"./SCHUBERT FRANZ/Sonata in C Minor, D. 958.mid";8;2;7508
1015;"./SCHUBERT FRANZ/Sonata in A Min..mid";5;2;5059
1016;"./SCHUBERT FRANZ/Impromptus Op. 90, No. 3.mid";6;2;3385
1017;"./SCHUBERT FRANZ/Sonata in C Minor, D958.mid";29;2;36279
1018;"./SCHUBERT FRANZ/Der Mueller und der Bach2.mid";6;2;3847
1019;"./SCHUBERT FRANZ/Sonata in G Major, D. 895.mid";8;2;8640
1020;"./SCHUBERT FRANZ/Impromptu Op. 142 No. 3 in B-flat Major, D. 935.mid";9;2;5094
1021;"./SCHUBERT FRANZ/Sonata in C  Minor, D. 959.mid";8;2;11285
1022;"./SCHUBERT FRANZ/Son. in Bb D.961.mid";10;2;9294
1023;"./SCHUBERT FRANZ/Standchen, S. 558, NO. 9, Horch, horch! Die Lerch.mid";3;2;1372
1024;"./SCHUBERT FRANZ/Sonata in G Major, D894.mid";11;2;8359
1025;"./SCHUBERT FRANZ/Impromptu Op. 90 No. 1.mid";9;2;13544
1026;"./SCHUBERT FRANZ/Sonata in B-flat Major D. 960.mid";15;2;19798
1027;"./SCHUBERT FRANZ/Impromptu Op. 90 No. 1, in C Minor, D899.mid";9;2;12820
1028;"./SCHUBERT FRANZ/Sonata in B-flat Major, D. 960 (Complete).mid";44;2;33308
1029;"./SCHUBERT FRANZ/Fruelingsglaube, Die Junge Nonne.mid";8;2;7784
1030;"./SCHUBERT FRANZ/Erlkoenig.mid";5;2;3783
1031;"./SCHUBERT FRANZ/Impromptu Op. 90 No. 2 in E-flat Major.mid";5;2;4266
1032;"./SCHUBERT FRANZ/Sonata in B-flat Major D. 963.mid";7;2;8953
1033;"./SCHUBERT FRANZ/Impromptu Op. 90 No. 3 in G-flat Major, D. 899.mid";6;2;8522
1034;"./SCHUBERT FRANZ/Fantasia in C Major, Wanderer, D. 760.mid";20;2;12673
1035;"./SCHUBERT FRANZ/Sonata in D Major, D. 850 (Complete).mid";33;2;17849
1036;"./SCHUBERT FRANZ/Sonata in C Major, D843.mid";9;2;4780
1037;"./SCHUBERT FRANZ/Impromptu Op. 90, No. 3, in G-flat Major, D899.mid";5;2;6048
1038;"./SCHUBERT FRANZ/Impromptu Op. 142 No. 4, in F Minor, D935.mid";6;2;4203
1039;"./SCHUBERT FRANZ/Impromptu Op. 90 No. 1 in C Minor, D. 899.mid";9;2;6413
1040;"./SCHUBERT FRANZ/Sonata in B-flat Major, D. 962.mid";4;2;4999
1041;"./SCHUBERT FRANZ/Sonata in B-flat Major, D. 960.mid";16;2;23192
1042;"./SCHUBERT FRANZ/Sonata in A D961.mid";14;2;17194
1043;"./SCHUBERT FRANZ/Die Forelle.mid";4;2;3732
1044;"./SCHUBERT FRANZ/Son. in Bb D.962.mid";12;2;13973
1045;"./SCHUBERT FRANZ/Sonata in A Major, Op. 120, I. Allegro moderato.mid";6;2;4941
1046;"./SCHUBERT FRANZ/Sonata in A Minor, D. 846.mid";7;2;8186
1047;"./SCHUBERT FRANZ/Quintette en la majeur D.667 - La truite - piano.mid";3;4;499
1048;"./SCHUBERT FRANZ/Sonata in G Major D894.mid";33;2;51286
1049;"./SCHUBERT FRANZ/Sonata in G Major, D 894.mid";8;2;6352
1050;"./SCHUBERT FRANZ/Sonata in A Major, D. 664 (Complete).mid";15;2;22911
1051;"./SCHUBERT FRANZ/Son. in Bb D.960.mid";14;2;15592
1052;"./SCHUBERT FRANZ/Impromptu Op. 142 No. 1 F Minor.mid";10;2;10652
1053;"./SCHUBERT FRANZ/Impromptu Op. 142 No. 3 in B-flat Major, D935.mid";12;2;9729
1054;"./SCHUBERT FRANZ/Sonata in A D960.mid";7;2;7045
1055;"./SCHUBERT FRANZ/Impromptu Op. 90 No. 3 in G-flat Major.mid";6;2;4003
1056;"./SCHUBERT FRANZ/Sonata in C Minor, D. 959.mid";10;2;7737
1057;"./SCHUBERT FRANZ/Sonata in A D959.mid";11;2;13532
1058;"./SCHUBERT FRANZ/Sonata in C Major, D840.mid";12;2;7374
1059;"./SCHUBERT FRANZ/Impromptu Op. 142 No. 4 in F Minor, D. 935.mid";6;2;5599
1060;"./SCHUBERT FRANZ/Impromptu Op. 90 No. 2 in E-flat Major, D899.mid";4;2;2473
1061;"./SCHUBERT FRANZ/Sonata in A Major, D959.mid";37;2;22065
1062;"./SCHUBERT FRANZ/Sonata in G Major, D. 897.mid";8;2;5117
1063;"./SCHUBERT FRANZ/Impromptu Op. 142 No. 3 in B-Flat Major, D935.mid";11;2;8708
1064;"./SCHUBERT FRANZ/Moment Musical Op. 94 No. 4, in C-sharp Minor, D780.mid";5;2;7703
1065;"./SCHUBERT FRANZ/Wanderer Fantasy.mid";21;2;30504
1066;"./SCHUBERT FRANZ/Moment Musicaux in F Minor, Op. 94 No. 3.mid";2;2;1801
1067;"./SCHUBERT FRANZ/Gretchen am Spinnrade2.mid";4;2;4374
1068;"./SCHUBERT FRANZ/Sonata in C Major, D842.mid";5;2;4332
1069;"./SCHUBERT FRANZ/Impromptu Op. 90 No. 2 in E-flat Major, D. 899.mid";5;2;5640
1070;"./SCHUBERT FRANZ/Sonata in G Major, D. 894.mid";15;2;15553
1071;"./SCHUBERT FRANZ/Sonata in G Major, D. 896.mid";4;2;3209
1072;"./SCHUBERT FRANZ/Sonata in C Minor, D. 961.mid";9;2;3332
1073;"./SCHUBERT FRANZ/Sonata in A Major, D. 959 (Complete).mid";41;2;40153
1074;"./SCHUBERT FRANZ/Sonata in D Major, D850.mid";39;2;53696
1075;"./SCHUBERT FRANZ/Impromptu Op. 90 No. 4 in A-flat Major.mid";6;2;6477
1076;"./SCHUBERT FRANZ/Sonata in B-flat Major, D960.mid";40;2;54516
1077;"./SCHUBERT FRANZ/Impromptu Op. 90 No. 2 E-flat Major.mid";4;2;4159
1078;"./SCHUBERT FRANZ/Sonata in A minor, D. 845 (Complete).mid";28;2;13528
1079;"./SCHUBERT FRANZ/Impromptu Op. 90 No. 1 in C Minor.mid";9;2;5683
1080;"./SCHUBERT FRANZ/Sonata in A Minor, D. 848.mid";5;2;4240
1081;"./SCHUBERT FRANZ/Impromptu Op. 142 No. 1 in F Minor, D935.mid";10;2;4111
1082;"./SCHUBERT FRANZ/Sonata in A Minor, D. 847.mid";5;2;4026
1083;"./SCHUBERT FRANZ/Sonata in B-flat Major, D. 963.mid";9;2;11517
1084;"./SCHUBERT FRANZ/Impromptu Op. 142 No. 3, in B-Flat Major, D935.mid";7;2;7408
1085;"./SCHUBERT FRANZ/Sonata in C Major, D841.mid";9;2;8149
1086;"./SCHUBERT FRANZ/Impromptu Op. 142 No. 1 in F Minor, D. 935.mid";9;2;10659
1087;"./SCHUBERT FRANZ/Sonata in C  Minor, D. 958.mid";8;2;10928
1088;"./SCHUBERT FRANZ/Impromptu Op. 90 No. 3, in G-flat Major, D899.mid";4;2;4173
1089;"./SCHUBERT FRANZ/Sonata in C Minor, D. 958 (Complete).mid";29;2;19418
1090;"./SCHUBERT FRANZ/Sonata in B-flat Major D. 962.mid";4;2;860
1091;"./SCHUBERT FRANZ/Sonata in B-flat Major D. 961.mid";11;2;12138
1092;"./SCHUBERT FRANZ/Moment Musical Op. 94 No. 4 in C-sharp Minor, D780.mid";7;2;7699
1093;"./SCHUBERT FRANZ/Sonata in A Minor, D845.mid";31;2;32956
1094;"./SCHUBERT FRANZ/Impromptu Op. 90 No. 3 in G-flat Major, D899.mid";6;2;3214
1095;"./SCHUBERT FRANZ/Impromptu Op. 90 No. 3 in G-flat.mid";5;2;7031
1096;"./SCHUBERT FRANZ/Sonata in A D962.mid";11;2;10886
1097;"./SCHUBERT FRANZ/Sonata in A Minor, D. 845.mid";8;2;6537
1098;"./SCHUBERT FRANZ/Impromptu Op. 142 No. 3 in B-flat Major.mid";8;2;5762
1099;"./SCHUBERT FRANZ/Moment Musical Op. 94 No. 1 in C Major.mid";6;2;6659
1100;"./SCHUBERT FRANZ/Impromptu Op. 142 No. 1, in F Minor, D935.mid";9;2;11408
1101;"./SCHUBERT FRANZ/Sonata in A Minor, D784.mid";23;2;25982
1102;"./SCHUBERT FRANZ/Marche-Militaire-in-D-Major-Nr-1.mid";6;3;936
1103;"./SCHUBERT FRANZ/Impromptus Op. 90.mid";11;2;15185
1104;"./SCHUBERT FRANZ/Sonata in C major, D. 840 (Complete).mid";26;2;18515
1105;"./SCHUBERT FRANZ/Sonata in A Major, D. 664, I. Allegro moderato.mid";6;2;8164
1106;"./SCHUBERT FRANZ/Gretchen am Spinnrade.mid";3;2;3381
1107;"./SCHUBERT FRANZ/Impromptu Op. 142 No. 1 in F Minor.mid";11;2;12488
1108;"./POP-FRANCE/Yann Tiersen - Comptine dun autre ete2.mid";4;2;208
1109;"./POP-FRANCE/Serge Lama - Je_Suis_Malade_piano.mid";4;2;363
1110;"./POP-FRANCE/Lettre à France - Michel Polnareff.mid";4;2;261
1111;"./POP-FRANCE/Yann Tiersen - Valse Amélie Poulain-piano.mid";4;2;343
1112;"./POP-FRANCE/Lucie - Pascal Obispo.mid";4;2;334
1113;"./SHOSTAKOVICH DMITRI/Fantastic-Dances-Opus-5-Nr-1.mid";1;3;115
1114;"./SHOSTAKOVICH DMITRI/Fantastic-Dances-Opus-5-Nr-3.mid";1;3;78
1115;"./SHOSTAKOVICH DMITRI/Fantastic-Dances-Opus-5-Nr-2.mid";2;3;106
1116;"./FUN/Happy Birthday - Chopin and Liszt style.mid";3;2;284
